sample_idx,combination,value,order,feature_names,feature_names_str
25,"(0, 2)",-0.07846819957076487,2,"('sepal length (cm)', 'petal length (cm)')",sepal length (cm) x petal length (cm)
25,"(0, 3)",-0.06995992400654283,2,"('sepal length (cm)', 'petal width (cm)')",sepal length (cm) x petal width (cm)
25,"(1, 2)",-0.015146656453345848,2,"('sepal width (cm)', 'petal length (cm)')",sepal width (cm) x petal length (cm)
25,"(1, 3)",-0.02265396243585502,2,"('sepal width (cm)', 'petal width (cm)')",sepal width (cm) x petal width (cm)
25,"(2, 3)",-0.3256947576904642,2,"('petal length (cm)', 'petal width (cm)')",petal length (cm) x petal width (cm)
26,(),0.2908711115261618,0,(),baseline
26,"(0,)",0.16138123971614804,1,"('sepal length (cm)',)",sepal length (cm)
26,"(1,)",0.10180868731227835,1,"('sepal width (cm)',)",sepal width (cm)
26,"(2,)",0.08535544178487942,1,"('petal length (cm)',)",petal length (cm)
26,"(3,)",0.037184123378452144,1,"('petal width (cm)',)",petal width (cm)
26,"(0, 1)",-0.02814476315458127,2,"('sepal length (cm)', 'sepal width (cm)')",sepal length (cm) x sepal width (cm)
26,"(0, 2)",-0.08957147926386512,2,"('sepal length (cm)', 'petal length (cm)')",sepal length (cm) x petal length (cm)
26,"(0, 3)",-0.028509777024442205,2,"('sepal length (cm)', 'petal width (cm)')",sepal length (cm) x petal width (cm)
26,"(1, 2)",-0.08528115807581688,2,"('sepal width (cm)', 'petal length (cm)')",sepal width (cm) x petal length (cm)
26,"(1, 3)",-0.05431386536029636,2,"('sepal width (cm)', 'petal width (cm)')",sepal width (cm) x petal width (cm)
26,"(2, 3)",-0.3059063967677619,2,"('petal length (cm)', 'petal width (cm)')",petal length (cm) x petal width (cm)
27,(),0.2908711115261618,0,(),baseline
27,"(0,)",0.18397402722962256,1,"('sepal length (cm)',)",sepal length (cm)
27,"(1,)",0.032228658375286705,1,"('sepal width (cm)',)",sepal width (cm)
27,"(2,)",0.09091602949735451,1,"('petal length (cm)',)",petal length (cm)
27,"(3,)",-0.09133430780017152,1,"('petal width (cm)',)",petal width (cm)
27,"(0, 1)",0.0070002583428412845,2,"('sepal length (cm)', 'sepal width (cm)')",sepal length (cm) x sepal width (cm)
27,"(0, 2)",-0.10877576506115327,2,"('sepal length (cm)', 'petal length (cm)')",sepal length (cm) x petal length (cm)
27,"(0, 3)",-0.060696641095843516,2,"('sepal length (cm)', 'petal width (cm)')",sepal length (cm) x petal width (cm)
27,"(1, 2)",-0.004309688114004456,2,"('sepal width (cm)', 'petal length (cm)')",sepal width (cm) x petal length (cm)
27,"(1, 3)",-0.016674207926003586,2,"('sepal width (cm)', 'petal width (cm)')",sepal width (cm) x petal width (cm)
27,"(2, 3)",-0.2990682595949444,2,"('petal length (cm)', 'petal width (cm)')",petal length (cm) x petal width (cm)
28,(),0.2908711115261618,0,(),baseline
28,"(0,)",-0.0680401378835179,1,"('sepal length (cm)',)",sepal length (cm)
28,"(1,)",0.021938395556056728,1,"('sepal width (cm)',)",sepal width (cm)
28,"(2,)",0.2633590193673539,1,"('petal length (cm)',)",petal length (cm)
28,"(3,)",0.3219267152533435,1,"('petal width (cm)',)",petal width (cm)
28,"(0, 1)",-0.025907314169999914,2,"('sepal length (cm)', 'sepal width (cm)')",sepal length (cm) x sepal width (cm)
28,"(0, 2)",-0.1925938366014991,2,"('sepal length (cm)', 'petal length (cm)')",sepal length (cm) x petal length (cm)
28,"(0, 3)",-0.09236055068209664,2,"('sepal length (cm)', 'petal width (cm)')",sepal length (cm) x petal width (cm)
28,"(1, 2)",-0.0248102346928236,2,"('sepal width (cm)', 'petal length (cm)')",sepal width (cm) x petal length (cm)
28,"(1, 3)",-0.00518504015191333,2,"('sepal width (cm)', 'petal width (cm)')",sepal width (cm) x petal width (cm)
28,"(2, 3)",-0.4248970689125774,2,"('petal length (cm)', 'petal width (cm)')",petal length (cm) x petal width (cm)
29,(),0.2908711115261618,0,(),baseline
29,"(0,)",-0.08033532316936468,1,"('sepal length (cm)',)",sepal length (cm)
29,"(1,)",0.0028404274876417564,1,"('sepal width (cm)',)",sepal width (cm)
29,"(2,)",0.25516356167673093,1,"('petal length (cm)',)",petal length (cm)
29,"(3,)",0.3047629180565764,1,"('petal width (cm)',)",petal width (cm)
29,"(0, 1)",-0.025305338086506493,2,"('sepal length (cm)', 'sepal width (cm)')",sepal length (cm) x sepal width (cm)
29,"(0, 2)",-0.1612892929911728,2,"('sepal length (cm)', 'petal length (cm)')",sepal length (cm) x petal length (cm)
29,"(0, 3)",-0.09304350584120787,2,"('sepal length (cm)', 'petal width (cm)')",sepal length (cm) x petal width (cm)
29,"(1, 2)",-0.02674108080129368,2,"('sepal width (cm)', 'petal length (cm)')",sepal width (cm) x petal length (cm)
29,"(1, 3)",-0.014892290439057602,2,"('sepal width (cm)', 'petal width (cm)')",sepal width (cm) x petal width (cm)
29,"(2, 3)",-0.40268327676016924,2,"('petal length (cm)', 'petal width (cm)')",petal length (cm) x petal width (cm)
