pitch_id,game_id,season,date,pitch_number,pitcher_id,batter_id,batter_name,pre_pitch_inning,is_top_half,pre_pitch_outs,pre_pitch_balls,pre_pitch_strikes,release_speed,fast_first_pitch,month,day_of_week,home_team_id_enc,away_team_id_enc,home_team_name_enc,away_team_name_enc,pitcher_name_enc,pitch_type_enc,venue_id_enc
1386867,57440,2021,2021-05-09,1,936.0,5291,Raimel Tapia,1,1,0,0,0,87.1,0,5,6,17,29,23,8,1,3,27
1387424,57472,2021,2021-05-09,1,5571.0,4519,Kolten Wong,1,1,0,0,0,96.3,1,5,6,2,7,12,15,46,5,0
1387723,57477,2021,2021-05-09,1,5933.0,6067,Randy Arozarena,1,1,0,0,0,87.8,0,5,6,11,19,17,26,8,5,16
1388270,57479,2021,2021-05-09,1,4708.0,5199,Adam Frazier,1,1,0,0,0,86.5,0,5,6,25,14,4,21,30,3,18
1386549,57482,2021,2021-05-09,1,931.0,4545,Marcus Semien,1,1,0,0,0,73.2,0,5,6,3,21,9,28,58,1,5
1389664,56903,2021,2021-05-10,1,6297.0,5722,David Fletcher,1,1,0,0,0,93.2,1,5,0,3,5,9,12,36,3,5
1394117,56053,2021,2021-05-11,1,723.0,4823,Mark Canha,1,1,0,0,0,96.5,1,5,1,23,12,3,19,41,3,20
1391217,57136,2021,2021-05-11,1,4887.0,5722,David Fletcher,1,1,0,0,0,90.2,1,5,1,3,5,9,12,32,5,5
1390630,57439,2021,2021-05-11,1,6012.0,5947,Luis Arraez,1,1,0,0,0,96.2,1,5,1,24,8,5,16,11,3,11
1391447,57442,2021,2021-05-11,1,5684.0,5975,Tommy Edman,1,1,0,0,0,92.5,1,5,1,6,18,13,25,14,3,1
1390938,57443,2021,2021-05-11,1,5340.0,6042,Trent Grisham,1,1,0,0,0,94.9,1,5,1,27,15,7,22,3,3,8
1392088,57444,2021,2021-05-11,1,6068.0,5587,Willie Calhoun,1,1,0,0,0,94.3,1,5,1,15,20,21,27,33,5,3
1392653,57449,2021,2021-05-11,1,4582.0,5784,Cedric Mullins,1,1,0,0,0,92.9,1,5,1,8,22,15,2,37,5,21
1389990,57454,2021,2021-05-11,1,5584.0,5090,J.P. Crawford,1,1,0,0,0,95.3,1,5,1,5,17,11,24,54,3,17
1395927,56129,2021,2021-05-12,1,4900.0,4823,Mark Canha,1,1,0,0,0,92.9,1,5,2,23,12,3,19,12,3,20
1395596,57441,2021,2021-05-12,1,519.0,53,Andrew McCutchen,1,1,0,0,0,90.3,1,5,2,22,13,27,20,23,3,23
1395317,57453,2021,2021-05-12,1,5093.0,5090,J.P. Crawford,1,1,0,0,0,92.8,1,5,2,5,17,11,24,27,3,17
1397338,57455,2021,2021-05-12,1,6126.0,5163,Whit Merrifield,1,1,0,0,0,93.3,1,5,2,1,4,8,11,5,3,4
1398412,57460,2021,2021-05-12,1,5517.0,4545,Marcus Semien,1,1,0,0,0,91.0,1,5,2,10,21,1,28,39,3,22
1397611,57462,2021,2021-05-12,1,5440.0,5975,Tommy Edman,1,1,0,0,0,95.3,1,5,2,6,18,13,25,4,5,1
1394397,57466,2021,2021-05-12,1,4539.0,5784,Cedric Mullins,1,1,0,0,0,92.0,1,5,2,8,22,15,2,49,3,21
1397882,57468,2021,2021-05-12,1,4971.0,6042,Trent Grisham,1,1,0,0,0,94.1,1,5,2,27,15,7,22,22,3,8
1396472,57470,2021,2021-05-12,1,4172.0,5945,Kyle Garlick,1,1,0,0,0,87.2,0,5,2,24,8,5,16,10,5,11
1400181,56374,2021,2021-05-13,1,1367.0,290,DJ LeMahieu,1,1,0,0,0,89.4,0,5,3,18,10,24,18,44,3,12
1399862,56815,2021,2021-05-13,1,605.0,5947,Luis Arraez,1,1,0,0,0,92.2,1,5,3,24,8,5,16,31,3,11
1398666,56843,2021,2021-05-13,1,3659.0,53,Andrew McCutchen,1,1,0,0,0,91.3,1,5,3,22,13,27,20,43,5,23
1399251,56917,2021,2021-05-13,1,181.0,4545,Marcus Semien,1,1,0,0,0,94.9,1,5,3,10,21,1,28,6,3,22
1401586,57088,2021,2021-05-13,1,5754.0,5975,Tommy Edman,1,1,0,0,0,96.0,1,5,3,6,18,13,25,9,2,1
1402757,54840,2021,2021-05-14,1,5495.0,4418,Cesar Hernandez,1,1,0,0,0,92.6,1,5,4,16,28,22,7,7,3,6
1404608,54873,2021,2021-05-14,1,5246.0,5975,Tommy Edman,1,1,0,0,0,93.8,1,5,4,14,18,20,25,21,3,29
1403704,55234,2021,2021-05-14,1,5312.0,5098,Tyler Naquin,1,1,0,0,0,94.6,1,5,4,27,27,7,6,15,3,8
1406381,55353,2021,2021-05-14,1,6243.0,5195,Willson Contreras,1,1,0,0,0,94.8,1,5,4,1,26,8,4,50,3,4
1403362,55687,2021,2021-05-14,1,4946.0,53,Andrew McCutchen,1,1,0,0,0,95.6,1,5,4,20,13,26,20,48,5,26
1404963,55949,2021,2021-05-14,1,5372.0,5722,David Fletcher,1,1,0,0,0,94.5,1,5,4,23,5,3,12,42,3,20
1404014,55995,2021,2021-05-14,1,931.0,5587,Willie Calhoun,1,1,0,0,0,84.1,0,5,4,3,20,9,27,58,0,5
1406625,57433,2021,2021-05-14,1,5079.0,5163,Whit Merrifield,1,1,0,0,0,95.3,1,5,4,24,4,5,11,34,3,11
1407410,55070,2021,2021-05-15,1,5187.0,5422,Austin Slater,1,1,0,0,0,88.2,0,5,5,13,16,19,23,51,3,2
1411232,55274,2021,2021-05-15,1,6297.0,5587,Willie Calhoun,1,1,0,0,0,91.4,1,5,5,3,20,9,27,36,3,5
1406878,56040,2021,2021-05-15,1,5091.0,4823,Mark Canha,1,1,0,0,0,94.5,1,5,5,7,12,14,19,26,3,9
1413953,56045,2021,2021-05-16,1,5340.0,5602,Nick Senzel,1,1,0,0,0,95.8,1,5,6,27,27,7,6,3,3,8
1411551,56125,2021,2021-05-16,1,4887.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,91.4,1,5,6,3,20,9,27,32,5,5
1411829,56359,2021,2021-05-16,1,4626.0,53,Andrew McCutchen,1,1,0,0,0,95.6,1,5,6,20,13,26,20,45,3,26
1414900,56405,2021,2021-05-16,1,6012.0,5163,Whit Merrifield,1,1,0,0,0,94.1,1,5,6,24,4,5,11,11,3,11
1414282,56785,2021,2021-05-16,1,723.0,6359,Jose Rojas,1,1,0,0,0,95.9,1,5,6,23,5,3,12,41,3,20
1415474,56985,2021,2021-05-16,1,5684.0,4560,Ehire Adrianza,1,1,0,0,0,91.9,1,5,6,6,11,13,1,14,3,1
1416141,56084,2021,2021-05-17,1,3616.0,5291,Raimel Tapia,1,1,0,0,0,93.6,1,5,0,14,29,20,8,55,3,29
1418083,56196,2021,2021-05-17,1,525.0,290,DJ LeMahieu,1,1,0,0,0,93.1,1,5,0,19,10,25,18,24,3,24
1417807,56215,2021,2021-05-17,1,5584.0,6312,Pavin Smith,1,1,0,0,0,94.8,1,5,0,5,0,11,0,54,3,17
1417554,56318,2021,2021-05-17,1,5866.0,4387,Robbie Grossman,1,1,0,0,0,90.7,1,5,0,16,1,22,9,56,2,6
1417211,56664,2021,2021-05-17,1,407.0,5087,Tim Anderson,1,1,0,0,0,91.6,1,5,0,7,25,14,5,19,3,9
1416381,57139,2021,2021-05-17,1,5517.0,4928,Francisco Lindor,1,1,0,0,0,93.0,1,5,0,10,9,1,17,39,3,22
1422690,54859,2021,2021-05-18,1,4346.0,4703,Enrique Hernandez,1,1,0,0,0,88.5,0,5,1,20,24,26,3,17,3,26
1418875,54975,2021,2021-05-18,1,5081.0,533,Jose Altuve,1,1,0,0,0,82.5,0,5,1,11,3,17,10,47,6,16
1421386,55513,2021,2021-05-18,1,5093.0,6312,Pavin Smith,1,1,0,0,0,93.5,1,5,1,5,0,11,0,27,3,17
1419163,55760,2021,2021-05-18,1,4446.0,6290,Jazz Chisholm,1,1,0,0,0,97.3,1,5,1,12,2,18,14,59,3,28
1419755,55797,2021,2021-05-18,1,5447.0,5465,Mike Tauchman,1,1,0,0,0,98.0,1,5,1,26,16,6,23,35,3,30
1421008,56428,2021,2021-05-18,1,4207.0,6067,Randy Arozarena,1,1,0,0,0,93.2,1,5,1,21,19,2,26,38,3,10
1419456,57165,2021,2021-05-18,1,5019.0,5008,Trea Turner,1,1,0,0,0,89.1,0,5,1,25,23,4,29,57,5,18
1424340,55552,2021,2021-05-19,1,5028.0,533,Jose Altuve,1,1,0,0,0,88.0,0,5,2,11,3,17,10,13,6,16
1423835,56079,2021,2021-05-19,1,5246.0,5291,Raimel Tapia,1,1,0,0,0,94.9,1,5,2,14,29,20,8,21,3,29
1426430,56329,2021,2021-05-19,1,181.0,4486,Jonathan Villar,1,1,0,0,0,96.6,1,5,2,10,9,1,17,6,3,22
1426137,56536,2021,2021-05-19,1,900.0,5422,Austin Slater,1,1,0,0,0,85.3,0,5,2,26,16,6,23,53,2,30
1427199,54874,2021,2021-05-20,1,4946.0,4703,Enrique Hernandez,1,1,0,0,0,95.4,1,5,3,20,24,26,3,48,5,26
1429036,57152,2021,2021-05-20,1,5933.0,533,Jose Altuve,1,1,0,0,0,88.9,0,5,3,11,3,17,10,8,3,16
1427998,57162,2021,2021-05-20,1,5542.0,5953,Mike Yastrzemski,1,1,0,0,0,91.6,1,5,3,26,16,6,23,52,3,30
1434310,54904,2021,2021-05-21,1,4972.0,4632,Danny Santana,1,1,0,0,0,94.0,1,5,4,12,24,18,3,0,3,28
1433990,55214,2021,2021-05-21,1,6271.0,5199,Adam Frazier,1,1,0,0,0,96.1,1,5,4,10,14,1,21,18,3,22
1431853,55456,2021,2021-05-21,1,5357.0,5087,Tim Anderson,1,1,0,0,0,92.7,1,5,4,9,25,16,5,25,5,19
1430947,55769,2021,2021-05-21,1,4462.0,533,Jose Altuve,1,1,0,0,0,92.4,1,5,4,19,3,25,10,29,5,24
1432437,57125,2021,2021-05-21,1,5312.0,4983,Ketel Marte,1,1,0,0,0,92.6,1,5,4,27,0,7,0,15,3,8
1439455,54999,2021,2021-05-22,1,525.0,533,Jose Altuve,1,1,0,0,0,93.0,1,5,5,19,3,25,10,24,3,24
1438216,55189,2021,2021-05-22,1,4438.0,5087,Tim Anderson,1,1,0,0,0,97.8,1,5,5,9,25,16,5,16,3,19
1439757,55503,2021,2021-05-22,1,4626.0,6067,Randy Arozarena,1,1,0,0,0,82.5,0,5,5,20,19,26,26,45,4,26
1437126,56742,2021,2021-05-22,1,5340.0,6312,Pavin Smith,1,1,0,0,0,94.0,1,5,5,27,0,7,0,3,3,8
1439092,57025,2021,2021-05-22,1,519.0,5784,Cedric Mullins,1,1,0,0,0,89.8,0,5,5,22,22,27,2,23,3,23
1440357,55107,2021,2021-05-23,1,4346.0,6067,Randy Arozarena,1,1,0,0,0,87.1,0,5,6,20,19,26,26,17,3,26
1441552,55590,2021,2021-05-23,1,5447.0,4519,Kolten Wong,1,1,0,0,0,96.4,1,5,6,26,7,6,15,35,3,30
1440041,55735,2021,2021-05-23,1,936.0,4768,Joc Pederson,1,1,0,0,0,90.1,1,5,6,17,26,23,4,1,5,27
1440932,55752,2021,2021-05-23,1,4639.0,6093,Gavin Lux,1,1,0,0,0,95.2,1,5,6,15,6,21,13,2,3,3
1443587,55991,2021,2021-05-23,1,5183.0,5087,Tim Anderson,1,1,0,0,0,92.6,1,5,6,9,25,16,5,20,3,19
1442182,56114,2021,2021-05-23,1,3616.0,6115,Donnie Walton,1,1,0,0,0,85.2,0,5,6,14,17,20,24,55,2,29
1440644,56267,2021,2021-05-23,1,3659.0,5583,Austin Hays,1,1,0,0,0,91.7,1,5,6,22,22,27,2,43,5,23
1444242,56394,2021,2021-05-23,1,5517.0,5199,Adam Frazier,1,1,0,0,0,93.8,1,5,6,10,14,1,21,39,3,22
1441904,56972,2021,2021-05-23,1,4971.0,4983,Ketel Marte,1,1,0,0,0,94.4,1,5,6,27,0,7,0,22,3,8
1442949,57026,2021,2021-05-23,1,4446.0,4703,Enrique Hernandez,1,1,0,0,0,98.2,1,5,6,12,24,18,3,59,3,28
1445990,55240,2021,2021-05-24,1,5440.0,4253,Jurickson Profar,1,1,0,0,0,95.4,1,5,0,6,15,13,22,4,5,1
1444469,55338,2021,2021-05-24,1,5028.0,6344,Jarred Kelenic,1,1,0,0,0,96.1,1,5,0,11,17,17,24,13,5,16
1446278,56132,2021,2021-05-24,1,605.0,5975,Tommy Edman,1,1,0,0,0,93.3,1,5,0,24,18,5,25,31,3,11
1447698,54887,2021,2021-05-25,1,931.0,4699,Mookie Betts,1,1,0,0,0,89.0,0,5,1,3,6,9,13,58,3,5
1450835,54988,2021,2021-05-25,1,5091.0,5784,Cedric Mullins,1,1,0,0,0,95.6,1,5,1,7,22,14,2,26,3,9
1448880,55041,2021,2021-05-25,1,677.0,4584,Eugenio Suarez,1,1,0,0,0,94.0,1,5,1,22,27,27,6,40,3,23
1449169,55245,2021,2021-05-25,1,5571.0,4814,Odubel Herrera,1,1,0,0,0,96.7,1,5,1,2,13,12,20,46,3,0
1449411,55705,2021,2021-05-25,1,6243.0,4418,Cesar Hernandez,1,1,0,0,0,92.7,1,5,1,1,28,8,7,50,3,4
1448596,55889,2021,2021-05-25,1,5754.0,4799,Tommy Pham,1,1,0,0,0,94.2,1,5,1,6,15,13,22,9,2,1
1450312,56691,2021,2021-05-25,1,1367.0,5163,Whit Merrifield,1,1,0,0,0,89.9,0,5,1,18,4,24,11,44,3,12
1447393,56702,2021,2021-05-25,1,5079.0,5975,Tommy Edman,1,1,0,0,0,96.2,1,5,1,24,18,5,25,34,3,11
1447093,57066,2021,2021-05-25,1,5933.0,6344,Jarred Kelenic,1,1,0,0,0,89.8,0,5,1,11,17,17,24,8,3,16
1981133,55827,2021,2021-05-26,1,6297.0,4699,Mookie Betts,1,1,0,0,0,92.1,1,5,2,3,6,9,13,36,3,5
1980848,55962,2021,2021-05-26,1,5372.0,5597,Ronald Acuna Jr.,1,1,0,0,0,88.7,0,5,2,23,11,3,1,42,6,20
1981990,55026,2021,2021-05-27,1,5187.0,5195,Willson Contreras,1,1,0,0,0,88.7,0,5,3,13,26,19,4,51,3,2
1983303,55375,2021,2021-05-27,1,4582.0,5291,Raimel Tapia,1,1,0,0,0,93.2,1,5,3,8,29,15,8,37,5,21
1983467,55843,2021,2021-05-27,1,6012.0,5784,Cedric Mullins,1,1,0,0,0,92.8,1,5,3,24,22,5,2,11,3,11
1983999,56731,2021,2021-05-27,1,5495.0,5587,Willie Calhoun,1,1,0,0,0,92.2,1,5,3,16,20,22,27,7,3,6
1982267,57487,2021,2021-05-27,1,5357.0,4545,Marcus Semien,1,1,0,0,0,92.9,1,5,3,9,21,16,28,25,5,19
1459223,55531,2021,2021-05-28,1,5584.0,6003,LaMonte Wade Jr,1,1,0,0,0,95.3,1,5,4,5,16,11,23,54,3,17
1459865,55777,2021,2021-05-28,1,6126.0,290,DJ LeMahieu,1,1,0,0,0,91.3,1,5,4,1,10,8,18,5,5,4
1461090,56709,2021,2021-05-28,1,5081.0,582,Justin Upton,1,1,0,0,0,93.7,1,5,4,11,5,17,12,47,5,16
1464592,55110,2021,2021-05-29,1,407.0,5163,Whit Merrifield,1,1,0,0,0,90.0,1,5,5,7,4,14,11,19,3,9
1465719,55859,2021,2021-05-29,1,4539.0,5597,Ronald Acuna Jr.,1,1,0,0,0,95.6,1,5,5,8,11,15,1,49,3,21
1463588,55937,2021,2021-05-29,1,3659.0,4519,Kolten Wong,1,1,0,0,0,90.2,1,5,5,22,7,27,15,43,3,23
1463789,56175,2021,2021-05-29,1,5028.0,582,Justin Upton,1,1,0,0,0,96.6,1,5,5,11,5,17,12,13,3,16
1466050,56581,2021,2021-05-29,1,4172.0,5784,Cedric Mullins,1,1,0,0,0,86.9,0,5,5,24,22,5,2,10,5,11
1464267,56680,2021,2021-05-29,1,5093.0,5422,Austin Slater,1,1,0,0,0,93.1,1,5,5,5,16,11,23,27,3,17
1462982,56832,2021,2021-05-29,1,723.0,5387,Magneuris Sierra,1,1,0,0,0,96.4,1,5,5,23,2,3,14,41,3,20
1465436,56925,2021,2021-05-29,1,519.0,4519,Kolten Wong,1,1,0,0,0,89.3,0,5,5,22,7,27,15,23,3,23
1462214,57229,2021,2021-05-29,1,5019.0,4584,Eugenio Suarez,1,1,0,0,0,87.7,0,5,5,25,27,4,6,57,5,18
1462487,57488,2021,2021-05-29,1,605.0,5784,Cedric Mullins,1,1,0,0,0,90.4,1,5,5,24,22,5,2,31,3,11
1469171,54855,2021,2021-05-30,1,931.0,4799,Tommy Pham,1,1,0,0,0,87.6,0,5,6,3,15,9,22,58,3,5
1469726,54994,2021,2021-05-30,1,5866.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,89.8,0,5,6,16,20,22,27,56,2,6
1466556,55834,2021,2021-05-30,1,6243.0,290,DJ LeMahieu,1,1,0,0,0,94.0,1,5,6,1,10,8,18,50,3,4
1466881,56514,2021,2021-05-30,1,5079.0,5784,Cedric Mullins,1,1,0,0,0,94.6,1,5,6,24,22,5,2,34,3,11
1468680,56538,2021,2021-05-30,1,677.0,4519,Kolten Wong,1,1,0,0,0,92.6,1,5,6,22,7,27,15,40,3,23
1467463,57253,2021,2021-05-30,1,5933.0,4526,Philip Gosselin,1,1,0,0,0,88.6,0,5,6,11,5,17,12,8,5,16
1472257,54876,2021,2021-05-31,1,5183.0,5776,Brandon Lowe,1,1,0,0,0,93.5,1,5,0,9,19,16,26,20,3,19
1473921,55203,2021,2021-05-31,1,900.0,4814,Odubel Herrera,1,1,0,0,0,81.8,0,5,0,26,13,6,20,53,2,30
1473634,55782,2021,2021-05-31,1,5754.0,4387,Robbie Grossman,1,1,0,0,0,98.3,1,5,0,6,1,13,9,9,2,1
1472820,56562,2021,2021-05-31,1,181.0,5008,Trea Turner,1,1,0,0,0,95.8,1,5,0,10,23,1,29,6,3,22
1476676,55130,2021,2021-06-01,1,6297.0,4703,Enrique Hernandez,1,1,0,0,0,91.4,1,6,1,3,24,9,3,36,3,5
1478759,55367,2021,2021-06-01,1,5312.0,5587,Willie Calhoun,1,1,0,0,0,93.2,1,6,1,27,20,7,27,15,3,8
1475365,56421,2021,2021-06-01,1,5517.0,5008,Trea Turner,1,1,0,0,0,92.5,1,6,1,10,23,1,29,39,3,22
1477915,56617,2021,2021-06-01,1,4708.0,4799,Tommy Pham,1,1,0,0,0,87.1,0,6,1,25,15,4,22,30,5,18
1474746,56915,2021,2021-06-01,1,4626.0,6290,Jazz Chisholm,1,1,0,0,0,94.9,1,6,1,20,2,26,14,45,3,25
1480776,55091,2021,2021-06-02,1,5357.0,6067,Randy Arozarena,1,1,0,0,0,91.8,1,6,2,9,19,16,26,25,5,19
1480214,55376,2021,2021-06-02,1,4207.0,4696,Jorge Polanco,1,1,0,0,0,94.7,1,6,2,21,8,2,16,38,5,10
1481651,55806,2021,2021-06-02,1,5584.0,5975,Tommy Edman,1,1,0,0,0,94.7,1,6,2,5,18,11,25,54,3,17
1479967,56408,2021,2021-06-02,1,5340.0,5587,Willie Calhoun,1,1,0,0,0,95.3,1,6,2,27,20,7,27,3,3,8
1481394,56629,2021,2021-06-02,1,5495.0,4823,Mark Canha,1,1,0,0,0,93.0,1,6,2,16,12,22,19,7,3,6
1481984,54952,2021,2021-06-03,1,936.0,4584,Eugenio Suarez,1,1,0,0,0,89.5,0,6,3,17,27,23,6,1,5,27
1482912,54986,2021,2021-06-03,1,4639.0,4768,Joc Pederson,1,1,0,0,0,94.6,1,6,3,15,26,21,4,2,3,3
1484869,54989,2021,2021-06-03,1,605.0,4387,Robbie Grossman,1,1,0,0,0,93.0,1,6,3,24,1,5,9,31,3,11
1482629,55512,2021,2021-06-03,1,4438.0,6067,Randy Arozarena,1,1,0,0,0,97.2,1,6,3,9,19,16,26,16,3,19
1484574,57034,2021,2021-06-03,1,3616.0,4517,Kevin Pillar,1,1,0,0,0,92.7,1,6,3,14,9,20,17,55,3,29
1484070,57188,2021,2021-06-03,1,5187.0,6290,Jazz Chisholm,1,1,0,0,0,88.4,0,6,3,13,2,19,14,51,3,2
1487750,55651,2021,2021-06-04,1,4462.0,5776,Brandon Lowe,1,1,0,0,0,92.0,1,6,4,19,19,25,26,29,5,24
1488879,55973,2021,2021-06-04,1,5684.0,6061,Josh Rojas,1,1,0,0,0,91.5,1,6,4,6,0,13,0,14,3,1
1486841,56235,2021,2021-06-04,1,6271.0,4699,Mookie Betts,1,1,0,0,0,95.5,1,6,4,10,6,1,13,18,3,22
1489460,56596,2021,2021-06-04,1,4446.0,5008,Trea Turner,1,1,0,0,0,98.6,1,6,4,12,23,18,29,59,3,28
1488553,56856,2021,2021-06-04,1,4172.0,4387,Robbie Grossman,1,1,0,0,0,87.0,0,6,4,24,1,5,9,10,5,11
1489710,56873,2021,2021-06-04,1,4971.0,4823,Mark Canha,1,1,0,0,0,96.2,1,6,4,27,12,7,19,22,3,8
1485719,57128,2021,2021-06-04,1,4346.0,533,Jose Altuve,1,1,0,0,0,89.4,0,6,4,20,3,26,10,17,3,25
1493479,54839,2021,2021-06-05,1,5183.0,4632,Danny Santana,1,1,0,0,0,93.7,1,6,5,9,24,16,3,20,3,19
1492108,54934,2021,2021-06-05,1,5440.0,6061,Josh Rojas,1,1,0,0,0,95.5,1,6,5,6,0,13,0,4,5,1
1493767,55879,2021,2021-06-05,1,4412.0,4768,Joc Pederson,1,1,0,0,0,97.0,1,6,5,15,26,21,4,28,3,3
1492411,56169,2021,2021-06-05,1,181.0,4699,Mookie Betts,1,1,0,0,0,95.9,1,6,5,10,6,1,13,6,3,22
1491795,56320,2021,2021-06-05,1,5246.0,5614,Billy McKinney,1,1,0,0,0,94.7,1,6,5,14,9,20,17,21,3,29
1494063,56782,2021,2021-06-05,1,5079.0,4387,Robbie Grossman,1,1,0,0,0,93.3,1,6,5,24,1,5,9,34,3,11
1494615,54902,2021,2021-06-06,1,4946.0,533,Jose Altuve,1,1,0,0,0,78.2,0,6,6,20,3,26,10,48,1,25
1495500,55125,2021,2021-06-06,1,5754.0,6061,Josh Rojas,1,1,0,0,0,95.2,1,6,6,6,0,13,0,9,5,1
1496724,55358,2021,2021-06-06,1,5517.0,4699,Mookie Betts,1,1,0,0,0,89.3,0,6,6,10,6,1,13,39,3,22
1494370,55739,2021,2021-06-06,1,6012.0,6364,Akil Baddoo,1,1,0,0,0,95.8,1,6,6,24,1,5,9,11,3,11
1498003,56950,2021,2021-06-06,1,5312.0,4823,Mark Canha,1,1,0,0,0,93.6,1,6,6,27,12,7,19,15,3,8
1499408,56560,2021,2021-06-07,1,5372.0,6290,Jazz Chisholm,1,1,0,0,0,93.5,1,6,0,23,2,3,14,42,3,20
1501795,56305,2021,2021-06-08,1,4972.0,5597,Ronald Acuna Jr.,1,1,0,0,0,94.6,1,6,1,12,11,18,1,0,3,28
1499719,56417,2021,2021-06-08,1,525.0,6003,LaMonte Wade Jr,1,1,0,0,0,92.1,1,6,1,19,16,25,23,24,3,24
1504776,55017,2021,2021-06-09,1,5187.0,4699,Mookie Betts,1,1,0,0,0,88.8,0,6,2,13,6,19,13,51,3,2
1504516,55223,2021,2021-06-09,1,3616.0,4768,Joc Pederson,1,1,0,0,0,93.3,1,6,2,14,26,20,4,55,3,29
1505392,55378,2021,2021-06-09,1,6126.0,5090,J.P. Crawford,1,1,0,0,0,92.7,1,6,2,1,17,8,24,5,3,4
1508441,55392,2021,2021-06-09,1,4207.0,4486,Jonathan Villar,1,1,0,0,0,94.7,1,6,2,21,9,2,17,38,5,10
1506948,55653,2021,2021-06-09,1,605.0,4545,Marcus Semien,1,1,0,0,0,92.8,1,6,2,24,21,5,28,31,3,11
1508148,56229,2021,2021-06-09,1,723.0,533,Jose Altuve,1,1,0,0,0,98.5,1,6,2,23,3,3,10,41,3,20
1506390,56507,2021,2021-06-09,1,936.0,4418,Cesar Hernandez,1,1,0,0,0,88.8,0,6,2,17,28,23,7,1,5,27
1505086,56567,2021,2021-06-09,1,4462.0,6003,LaMonte Wade Jr,1,1,0,0,0,93.2,1,6,2,19,16,25,23,29,3,24
1507256,56863,2021,2021-06-09,1,5081.0,5306,Carson Kelly,1,1,0,0,0,92.3,1,6,2,11,0,17,0,47,5,16
1510995,54891,2021,2021-06-10,1,5028.0,5163,Whit Merrifield,1,1,0,0,0,97.7,1,6,3,11,4,17,11,13,5,16
1511259,54978,2021,2021-06-10,1,407.0,290,DJ LeMahieu,1,1,0,0,0,91.9,1,6,3,7,10,14,18,19,3,9
1510693,55190,2021,2021-06-10,1,4446.0,5597,Ronald Acuna Jr.,1,1,0,0,0,99.7,1,6,3,12,11,18,1,59,3,28
1510356,55620,2021,2021-06-10,1,4900.0,533,Jose Altuve,1,1,0,0,0,91.7,1,6,3,23,3,3,10,12,3,20
1508707,56324,2021,2021-06-10,1,4172.0,4545,Marcus Semien,1,1,0,0,0,86.8,0,6,3,24,21,5,28,10,5,11
1510032,56366,2021,2021-06-10,1,5447.0,5807,Luis Urias,1,1,0,0,0,96.5,1,6,3,26,7,6,15,35,3,30
1514992,55594,2021,2021-06-11,1,5571.0,5597,Ronald Acuna Jr.,1,1,0,0,0,97.6,1,6,4,2,11,12,1,46,5,0
1515297,55927,2021,2021-06-11,1,6243.0,5087,Tim Anderson,1,1,0,0,0,94.8,1,6,4,1,25,8,5,50,5,4
1513617,56280,2021,2021-06-11,1,677.0,6003,LaMonte Wade Jr,1,1,0,0,0,94.0,1,6,4,22,16,27,23,40,3,23
1511573,56422,2021,2021-06-11,1,5933.0,5163,Whit Merrifield,1,1,0,0,0,90.1,1,6,4,11,4,17,11,8,5,16
1514165,56719,2021,2021-06-11,1,5440.0,5199,Adam Frazier,1,1,0,0,0,95.5,1,6,4,6,14,13,21,4,5,1
1512769,57209,2021,2021-06-11,1,5542.0,5291,Raimel Tapia,1,1,0,0,0,91.9,1,6,4,26,29,6,8,52,3,30
1519672,54939,2021,2021-06-12,1,5372.0,4545,Marcus Semien,1,1,0,0,0,92.7,1,6,5,23,21,3,28,42,3,20
1518901,55087,2021,2021-06-12,1,5091.0,533,Jose Altuve,1,1,0,0,0,93.2,1,6,5,7,3,14,10,26,3,9
1519180,55093,2021,2021-06-12,1,4708.0,5975,Tommy Edman,1,1,0,0,0,86.7,0,6,5,25,18,4,25,30,3,18
1518671,55232,2021,2021-06-12,1,4582.0,4799,Tommy Pham,1,1,0,0,0,79.4,0,6,5,8,15,15,22,37,6,21
1518380,55254,2021,2021-06-12,1,900.0,5758,Garrett Hampson,1,1,0,0,0,83.2,0,6,5,26,29,6,8,53,2,30
1515882,55884,2021,2021-06-12,1,1367.0,5784,Cedric Mullins,1,1,0,0,0,87.5,0,6,5,18,22,24,2,44,3,12
1518068,56225,2021,2021-06-12,1,5754.0,5199,Adam Frazier,1,1,0,0,0,95.2,1,6,5,6,14,13,21,9,2,1
1520609,54996,2021,2021-06-13,1,5019.0,5975,Tommy Edman,1,1,0,0,0,87.8,0,6,6,25,18,4,25,57,5,18
1522543,56395,2021,2021-06-13,1,4972.0,290,DJ LeMahieu,1,1,0,0,0,94.6,1,6,6,12,10,18,18,0,3,28
1522796,57187,2021,2021-06-13,1,5584.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,93.8,1,6,6,5,20,11,27,54,3,17
1527323,54890,2021,2021-06-14,1,936.0,5856,Jon Berti,1,1,0,0,0,89.4,0,6,0,17,2,23,14,1,5,27
1526284,55066,2021,2021-06-14,1,723.0,4545,Marcus Semien,1,1,0,0,0,96.0,1,6,0,23,21,3,28,41,3,20
1527581,55582,2021,2021-06-14,1,5081.0,582,Justin Upton,1,1,0,0,0,91.5,1,6,0,11,5,17,12,47,5,16
1525179,55958,2021,2021-06-14,1,605.0,5776,Brandon Lowe,1,1,0,0,0,91.5,1,6,0,24,19,5,26,31,3,11
